screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
Blackmaude,2021-12-23T10:56:04Z,RT @normanswan: Got this from a clinician at a major Sydney hospital. “Hospital swamped. More than 100 staff furloughed. 30 covid positive &amp; 50 amber. It will be increasingly hard to do anything else. It’s difficult to describe how furious we are with perrotet. He will destroy the health system”,,normanswan,,Twitter for iPhone,en,1473970659415920647
10TvTeluguNews,2021-12-23T10:56:04Z,"#UPElection : అఖిలేష్ యాదవ్ కి యోగి ఫోన్..
#YogiAdityanath 
https://t.co/bl3BdSt82D",,,"10Tv is the best place for Latest Telugu News, Telugu cinema news and gossips, Local & national news, Political news updates, Sports related news And Business N",Twitter Web App,te,1473970659390738435
paolasuarez399,2021-12-23T10:56:04Z,RT @saramnsz: Necesito un 2022 sin covid,,saramnsz,Enfermería ULPGC💉,Twitter for Android,es,1473970659256635392
infoitinterno,2021-12-23T10:56:04Z,"Covid. Ancora un morto e 185 positivi, focolaio in una Cra del Bondenese | https://t.co/96i5Ik119H Ferrara https://t.co/FRr5pKXEO9",,,Sezione Dall'Interno di informazione.it. Notizie di cronaca e politica relative all'Italia,Tweet Informazione,it,1473970658619138055
HaulieMalo,2021-12-23T10:56:04Z,"@StevieTheFixer @jabbydodgers Flu is flu, a cold isn't flu, it's a cold. Covid is neither a flu nor a cold, it's covid. 
Either get vaxed &amp; enjoy your family holiday or don't, but stop looking for attention by holding a ridiculous opinion.",StevieTheFixer,,"We all get 1 spin on the big rock, don't make it shitty for anyone.",Twitter for Android,en,1473970658526875655
diannemuterbig2,2021-12-23T10:56:04Z,RT @normanswan: Got this from a clinician at a major Sydney hospital. “Hospital swamped. More than 100 staff furloughed. 30 covid positive &amp; 50 amber. It will be increasingly hard to do anything else. It’s difficult to describe how furious we are with perrotet. He will destroy the health system”,,normanswan,Nana twitter,Twitter for iPad,en,1473970658258210818
Allybh84,2021-12-23T10:56:04Z,@andrizek E o apoio da empresa que vc trabalha ao carnaval? Qual a sua opinião? Quando a covid explodir vai colocar a culpa no governo também?,andrizek,,,Twitter for Android,pt,1473970658061295620
NetochkaNezvan0,2021-12-23T10:56:04Z,"RT @angrybklynmom: LOL.  Shortly before COVID, I was begging my husband to move to California because of their progressive politics.

🤣🤣🤣🤣🤣",,angrybklynmom,Just a Mom and American.,Twitter for Android,en,1473970657402757122
diarioconvos,2021-12-23T10:56:04Z,"[COVID] 🌊🦠@FernanQuirosBA aseguró que estamos viviendo la tercera ola de Covid y dio algunas recomendaciones. 

📲 Leé todo lo que dijo en #DiarioConVos

https://t.co/ZEA7T7AxrQ",,,"Información sensata. Periodismo de tu lado.
https://t.co/P79KIyODc0 IG/FB: @diarioconvos",Twitter Web App,es,1473970656945528839
VM_VCF1919,2021-12-23T10:56:04Z,"RT @MiguelPuga44: Muertes por suicidio entre 10-29 años en 2020: 313.

Muertes por Covid entre 10-29 años en 2020: 145.

Es más probable morir en España por suicidio teniendo esas edades que de morir por Covid.",,MiguelPuga44,"Amunt Valencia!🦇⚒️
Arriba España!🇪🇸",Twitter for Android,es,1473970656496820228
Fab192,2021-12-23T10:56:04Z,"@RockerStephan @Du31Geek @GG_RMC les patients covid ne sont pas dans tous les services.
Le problème c'est la réa, en là ils font chier !",RockerStephan,,,Twitter Web App,fr,1473970656178061313
GilbertoluizEs2,2021-12-23T10:56:03Z,"RT @GFiuza_Oficial: Ex-jogador inglês Matt Le Tissier pede investigação sobre a relação entre as vacinas de covid e os múltiplos casos de atletas tendo problemas cardíacos, colapsando em campo e morrendo subitamente. Besteira dele, isso sempre foi assim - pergunta aos checadores da mamãe farma.",,GFiuza_Oficial,"Deus,pátria e família",Twitter for Android,pt,1473970655150452737
jeff_waegs,2021-12-23T10:56:03Z,"@GraemeHobbs @overitall2020 @JohnCarneyDE No, the fact is that some doctors don’t treat COVID early enough to stop viral replication, a lot of people wouldn’t be so sick in the end. Also, the feds are not supplying enough hospitals and care units with enough monoclonal antibodies. It’s ineptitude on a full scale.",GraemeHobbs,,Same handle @GETTR,Twitter for iPhone,en,1473970654873542662
AnnieMOnline,2021-12-23T10:56:03Z,RT @farrm51: The insistence by some political leaders that dealing with covid is a personal responsibility — not their governments’ — is high public administration comedy…except for the chaos it causes. https://t.co/1Tzmj4WDEt,,farrm51,2022 is another year filled with the kind of novelty and adventure Water Bearers live for. R♒ 🌙 ♊️ 🌞♒,Twitter for iPad,en,1473970654609231875
BLWrestling1985,2021-12-23T10:56:03Z,"RT @SkyNews: BREAKING: A staggering 968,665 booster and third doses were administered across the UK, new figures show.

It takes the total to more than 30.8 million booster and third doses given out - with 6.1 million in the last seven days.

Read more here: https://t.co/hFcX3Z5U3j https://t.co/uR1vSZw6yN",,SkyNews,"Welcome to  BLW😬
CEO of BLW.
ig: mega. n2904",Twitter for Android,en,1473970654588198912
naataamrtns_,2021-12-23T10:56:03Z,ninguna pero se q tengo mas posiblidades de tener covid. En fin https://t.co/x9mWXfaF0B,,,"Cuenta nueva:)
Insta: Naataamrtns_",Twitter Web App,es,1473970654563254277
vendred00304935,2021-12-23T10:56:03Z,"RT @ChrisAlbertoLaw: When future generations read the history of this pandemic, this oral treatment will probably be credited as the most significant scientific breakthrough that stopped COVID-19 in its tracks. https://t.co/y135mvOe7c",,ChrisAlbertoLaw,"Start each day with a smile in your heart. Follow your heart.Crazy in love with my family, music lover and a bookworm.",Twitter for iPad,en,1473970654395473920
sitavenkateswar,2021-12-23T10:56:03Z,"RT @maxdnharris: The Covid Income Relief Payment was unavailable to migrant workers, leaving many workers in a difficult position of unmet need. Jeffrey Santos used a false address to secure food vouchers to get through. Deporting him+his family for this is unduly harsh: https://t.co/T8FgdcwA9f",,maxdnharris,"public anthropologist, interested in issues related to social justice/socio-political transformation; speculative Food futures/regen agroecology; she/her/ia",Twitter for iPhone,en,1473970654365945860
entrepucheros67,2021-12-23T10:56:03Z,"@Xunta Me gustaría, que en algún momento pusieran a la par, datos del Covid y datos de la gripe. Sólo por comparar",Xunta,,"Hoy, puede ser un gran día. Pero, verás como viene alguien y te lo jode.
INSTAGRAM  : https://t.co/eYFmH9OYQq…",Twitter Web App,es,1473970654324183048
SpeculationHero,2021-12-23T10:56:03Z,"RT @JordanSchachtel: A legit scandal unfolding in Miami-Dade. COVID info showed that many more vaxxed than unvaxxed are showing up at the antibody sites. Democrat mayor claimed the opposite in public speech. Shortly thereafter, the data was wiped from the internet. 
https://t.co/JJWQOt0dc9",,JordanSchachtel,,Twitter for iPhone,en,1473970654114369539
SabinaSchmidt20,2021-12-23T10:56:03Z,"RT @notesfrompoland: During the current wave of the pandemic, around 73% of all those who had died in Poland have been unvaccinated, as we recently reported https://t.co/Y1a7SjrOks",,notesfrompoland,Berlinerin Nomadin über Duesseldorf Breyell Koeln Portugal Bremen Bayern England Tschechien beruflich Dozentin Pädagogin Therapeutin ledig fuer Freiheit,Twitter for Android,en,1473970652881301506
mosci68,2021-12-23T10:56:03Z,"@IrishEmbSweden Oh, didn't know #Covid_19 can select citizenship.",IrishEmbSweden,,"B4 u complain about anything on my page, ask yourself: did I ask you 2 follow me?",Twitter for Android,en,1473970652822528004
visitortwt1,2021-12-23T10:56:03Z,"RT @MayaFasqual: Mendagri Australia Karen Andrew mengapresiasi &amp; kagum terhadap Indonesia yang relatif berhasil mengatasi Covid-19 dgn baik sekali mengingat wilayah yg begitu luas &amp; populasi padat &amp; besar yg dimiliki oleh Indonesia.
@kemendagri https://t.co/tibIrqQfGZ",,MayaFasqual,teorema pitagores ... teolen remuking awak pitados surgo tresno pangastuti,Twitter for Android,in,1473970652440788995
MarieODea3,2021-12-23T10:56:03Z,@tofar1 @floyds63 Bitch &amp; moan on Twitter or make social connections that are bloody impossible thanks to Covid restrictions.,tofar1,,"Wine lover, blooded in politics, farm girl & bookworm, long term reader of The Spectator & leader of a div of sandwich makers. Saying no to vaccine passports.",Twitter for Android,en,1473970652377870336
hall_ofmirrors,2021-12-23T10:56:03Z,"RT @Kit_Yates_Maths: Chris Hopson on @BBCr4today:
“When we talk about the pressure on the NHS, everybody's just focusing on Covid and what we’re not doing is looking at the broader picture. 
If you look at the broader picture then we’re busier at this time of year than we’ve ever been before.""",,Kit_Yates_Maths,"'The Hall of Mirrors, How to Change Life Patterns and Avoid Toxic Relationships'-find me on Amazon. Social work lecturer. Compassionate, green politics.",Twitter Web App,en,1473970652298235905
Kanguro40,2021-12-23T10:56:03Z,"RT @FrayJosepho: El actor Antonio Resines está en la UCI por covid, pese a estar vacunado con tres dosis contra el covid.
Deseo sinceramente que se restablezca. https://t.co/ZE8uufhURW",,FrayJosepho,,Twitter for Android,es,1473970651857891333
lillianwhut,2021-12-23T10:56:03Z,RT @Jacksepticeye: I am officially COVID free!!,,Jacksepticeye,"R6/Gunpla - 26, California",Twitter for Android,en,1473970651555786752
pierrealainvota,2021-12-23T10:56:03Z,"RT @Travail_Gouv: 📢 #COVID19 | Circulaire adressée aux services de prévention et de santé au travail pour accélérer la #vaccination des salariés :
➖ n’ayant pas reçu leur rappel vaccinal 
➖ non vaccinés
La consulter ⤵ https://t.co/fxVVwIdC6b",,Travail_Gouv,,Twitter for Android,fr,1473970651400708105
sylvandoc,2021-12-23T10:56:02Z,"@ClaudetteGGibs1 The VA recorded my COVID-19 vaccines, but failed to record my flu vaccine. So I got another.",ClaudetteGGibs1,,My opinions are just my own. #Resistance; socially liberal; fiscal conservative. Never tfg. Busier retired than working. Retweets are not endorsements.,Twitter for iPhone,en,1473970650897387523
KeboJolieRose,2021-12-23T10:56:02Z,RT @Robynnsonn: Testing positive for COVID 19 but still going out and around friends is crazy,,Robynnsonn,"Bubbles doesn't know he's dead yet, why did they tell me? #longlivetheking Heal the world we live in, save it for our children.",Twitter for iPhone,en,1473970650377297925
ManchesterRed,2021-12-23T10:56:02Z,"RT @sianharries_: It's not just hospitalisations that count. All cases count. Because if NHS staff get ill, not hospitalised, but ill, and are off work they're not there to look after people with other illnesses either. Staff with Covid can't look after patients with cancer/low immune system etc",,sianharries_,,Twitter for Android,en,1473970650364760064
boulware_dr,2021-12-23T10:56:02Z,"RT @DrIanWeissman: An ER doctor wants to use ‘circuit breakers’ to slow the spread of Covid. Here’s how that would work. @jeremyfaust
https://t.co/4EW1HXUjhr",,DrIanWeissman,Practicing infectious disease doc; budding mycologist; interested in cryptococcal & TB meningitis. Led clinical trials for Covid. Eagle Scout. Prof of Medicine,Twitter for Android,en,1473970650364710914
___stathis,2021-12-23T10:56:02Z,"RT @PenelopeD10: Deutsche Bank: Παρά την τρομο-κάλυψη από τα media, η #Omicron είναι μια ήπια παραλλαγή της #Covid
 https://t.co/fWSReRvGc2",,PenelopeD10,,Twitter Web App,el,1473970649479659524
ale_AsRoma_92,2021-12-23T10:56:02Z,"RT @IlPrimatoN: Smessi i panni di canterino, il virologo torna a criticare il governo sulla gestione Covid  https://t.co/xtUw9f38FA",,IlPrimatoN,🇮🇹,Twitter for Android,it,1473970649085493251
AnaPatrr,2021-12-23T10:56:02Z,"RT @blushhhhhhhhh: governo: fechar as discotecas daqui a 1 dia
pais: 9000 casos por dia
voces: ULTIMA NOITE DE DISCOTECAS BORA 

depois choram pq tem covid no natal e pda bruh",,blushhhhhhhhh,Entretenimento das horas vagas 👌🏻,Twitter for Android,pt,1473970648879968262
robertkaye11,2021-12-23T10:56:02Z,RT @farrm51: The insistence by some political leaders that dealing with covid is a personal responsibility — not their governments’ — is high public administration comedy…except for the chaos it causes. https://t.co/1Tzmj4WDEt,,farrm51,☮️ I am what I am. Beaded jewellery designer. Descendant of Ballaarat Pioneers who witnessed the Eureka Rebellion. Vipassana Retreat survivor. #BlackLivesMatter,Twitter for iPhone,en,1473970648233828371
MaarianaaAmaral,2021-12-23T10:56:02Z,"RT @_FilipeJesus_: Quem nunca teve Covid-19, dê rtt.",,_FilipeJesus_,"20y , SCP 💚",Twitter for Android,pt,1473970647873331204
rkd993,2021-12-23T10:56:02Z,"RT @blakandblack: Sydney really is pox central

My boxing instructor just contacted me to say he’s a close contact and I’m a secondary

This was followed by the gym

Then the NSW app advised me that I’ve been in two bookstores, a jeweller and a coffee shop at the same time as Covid positive people https://t.co/JzgNjVHMSA",,blakandblack,"Geeky be4 geeks Math/stats/psych/social research/pop health/demography, IT, data, cyberstuff, social media, photog powerful images. Fmr ANU lecturer. SaveEARTH",Twitter for Android,en,1473970647722168322
nontaporn_nonny,2021-12-23T10:56:02Z,"RT @thematterco: อาการของเชื้อ COVID-19 สายพันธุ์โอไมครอน มีอาการอะไรบ้างที่ต้องเฝ้าระวัง?

https://t.co/io1WUfZE0R https://t.co/zjjtglznZN",,thematterco,love friends,Twitter for Android,th,1473970647273402369
Button29074808,2021-12-23T10:56:01Z,@1strongrobin Working out. I actually have been more focused on tracking my workouts and setting goals with that than before covid.,1strongrobin,,,Twitter for Android,en,1473970647181234181
sa_cullen,2021-12-23T10:56:01Z,"RT @doctor_oxford: It troubles me that the media are seemingly unaware that offices, meeting rooms &amp; discharge lounges are *already* being used as makeshift hospital wards.

The sorry consequence of the political choice to underfund &amp; understaff the NHS for over a decade 😔

https://t.co/D2o15Yvm8r",,doctor_oxford,"Member East Hants LDs (Alton). Air traffic control officer (retd), Alton town cllr, cricket & rugby (union), pc gamer, sf fan. Lifelong Liberal/Lib Dem.",Twitter for iPhone,en,1473970647026044938
ElOrientalMon,2021-12-23T10:56:01Z,#Nacional #Relevante - Un total de 253 nuevos de casos de Covid-19 se registraron en el país este miércoles - https://t.co/joeXM9PPSu #Maturin #Monagas https://t.co/4GF0iPSLtI,,,Fundado en 1982.  Buscanos en: Instagram: elorientaldemonagas Snapchat: elorientalmon,Autoposting100,es,1473970646782816256
sub__urbano,2021-12-23T10:56:01Z,"RT @manuelrico: Hoy hace 645 días que el Gobierno Ayuso aprobó el Protocolo que impedía trasladar al hospital a los residentes más vulnerables. 7.291 murieron sin recibir atención médica (5.795 con covid). La @fiscal_es no investiga. Ellos pasan, nosotros #NoOlvidamos ¿Se lo recordamos a diario?",,manuelrico,"Si no estás indignado, es que no estás prestando atención",Twitter for iPhone,es,1473970646682152965
PatronKobra,2021-12-23T10:56:01Z,"@Melly13662840 @drbrandner Long Covid ist mein persönliches Unwort des Jahres! 
Alle Diskussionen enden mit 'aber was ist mit Long Covid und man wird später Müde und träge?'.",Melly13662840,,Türkiye.,Twitter for Android,de,1473970646497603594
PunkDaisyI6,2021-12-23T10:56:01Z,"RT @bmj_latest: The pandemic has disproportionately affected people living in care homes, who accounted for an estimated 30% of all deaths from covid-19 across 25 countries despite making up only 1% of the world’s population @emahase_ reports: https://t.co/FLIC1Oa0Bj",,bmj_latest,"Mom, animal rehab/rescuer, gardener, nature lover, health and fitness enthusiast, former Dem now politically homeless, women’s rights advocate. #SpayAndNeuter",Twitter for iPhone,en,1473970646367543297
ChAltheim,2021-12-23T10:56:01Z,RT @RadCentrism: It’s even coming for your bones. https://t.co/Um10PyHQtJ,,RadCentrism,"👤👩🏽🧔🏽📸📺 Person-Woman-Man-Camera-TV. RT und Links vor allem zur Archivierung, keine Zustimmung.",Twitter for iPhone,en,1473970646132703241
WorldtoExplor,2021-12-23T10:56:01Z,"RT @disclosetv: NOW - Thousands protest in #Munich against Covid restrictions and compulsory vaccinations again. Police could not stop the large crowd multiple times.

https://t.co/kAvEjaicIs",,disclosetv,"Do your DD, not financial advice. Second class citizen

""just two weeks"" - 589 days and counting",Twitter for Android,en,1473970644442402816
GrantLizy,2021-12-23T10:56:01Z,RT @Jacksepticeye: I am officially COVID free!!,,Jacksepticeye,Live your life then die,Twitter for Android,en,1473970644316471300
zZRMCF02,2021-12-23T10:56:01Z,"RT @theMadridZone: 🚨| Rodrygo, Bale, Davide Ancelotti and Alaba have tested NEGATIVE for COVID-19. @SQuirante #rmalive",,theMadridZone,Madridista harto de la manipulación de la prensa deportiva. Mourinhista que no es lo mismo que Morronista. Amante del fútbol de Zidane.,Twitter for Android,en,1473970644274622471
Clydesks,2021-12-23T10:56:01Z,@_Kaito_Momota Its so funny like... do you realise you're most likely to die from covid out of all age groups 💀💀,_Kaito_Momota,,Feast ur eyes on THIS!,Twitter for Android,en,1473970644190699527
amandajp17,2021-12-23T10:56:01Z,@sarajcox A negative lateral flow test to release me from Covid prison.,sarajcox,,"Lifelong Learning in Museums, cycling, music, bunnies. Relocated to Shropshire.",Twitter for iPhone,en,1473970644127784962
gemergemer,2021-12-23T10:56:01Z,RT @ppdlop74: @quiquepeinado Muy muertos por Covid pero que no perdamos en Madrid el español y las cañas ¡represores! https://t.co/lncqzh7XmJ,,ppdlop74,Merche,Twitter for Android,es,1473970644115206149
sennekuyl,2021-12-23T10:56:01Z,"RT @JoanBloggs: @normanswan Ironically, he justified this lunacy on economic grounds &amp; yet it's had the opposite effect. Staff off with Covid or close contacts, people isolating &amp; cancelling Xmas plans.  Delta is still circulating as well.  How many of the 5700 in NSW are Omicron vs Delta?  Anybody know?",,JoanBloggs,I use Exposure Therapy by inserting errors into my prose to combat my pedanticism.  Professional Spuddler.,Twitter for iPhone,en,1473970643964153860
swerves_,2021-12-23T10:56:01Z,Getting Covid a week before Christmas ❌ getting Covid 3 days before Christmas so you miss both Christmas AND New Years ✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️,,,karolina. piping hot takes. I sing and play guitar in @swervesband,Twitter for iPhone,en,1473970643733516300
_deinha13,2021-12-23T10:56:01Z,"@felipeneto Nos ajude com a vacinação das criança antes que nos tornemos o primeiro lugar. Variante ômicron está matando as crianças na Africa do sul, em 12 dias morreram 21 crianças. https://t.co/QnG3Z87UBL",felipeneto,,"Era para eu ser de boa, mas a vida me fez pistola.",Twitter Web App,pt,1473970643536330764
gemluvr257,2021-12-23T10:56:01Z,North Carolina police chief placed on unpaid leave for telling officers about 'clinic' to obtain Covid-19 vaccination cards without getting the shots #SmartNews  https://t.co/GoqgrqotMR,,,Vietnam Vet Widow Fully Vaccinated!💉#ResistersWeDidIt! #MeidasMighty #MeidasTouch #ReallyAmerican1 #Eleve_Films #StopAsianHate #EqualJustice,Twitter for iPhone,en,1473970643490131968
Rad_Mile,2021-12-23T10:56:01Z,"RT @24tvua: #НовиниЗдоров’я Важкий COVID-19 може викликати пошкодження судин серця: унікальні знімки

https://t.co/zw96bVR8gd https://t.co/fwM2VLRJPf",,24tvua,"мокша и бамбаский народ -идет нах .и сразу!!2 раза не повторяю.Всех ""вождей видел на Х.СЛАВА УКРАІНІ !ВОРОГАМ СМЕРТЬ!",Twitter for Android,uk,1473970643314036737
heidithemusical,2021-12-23T10:56:00Z,"RT @LizHankollariMD: @thenephrologist After 20m of counseling and listening - Patient: “well I just don’t know who to believe. Which one is more dangerous, the virus or the vaccine?” Me: “Every hospital in the country has a COVID unit, not a Vaccine Injury Unit.” Didn’t change their mind but made me feel better. 😔",,LizHankollariMD,"Proud liberal, singer-songwriter, pop culture addict, oil painter, film composer, audio engineer.",Twitter for iPhone,en,1473970642894606341
Mewlion_100P,2021-12-23T10:56:00Z,"RT @Mewlions_MY: Minmin really hope one day I can meet him in real life 🙆🏻‍♀️💕
Please pray for covid to get better na~❤️

[credit to owner]

MEW SUPPASIT x HUGO BOSS 
@MSuppasit
#MewSuppasit 
#มิวศุภศิษฏ์
#Before430 https://t.co/3rqGgQNMMm",,Mewlions_MY,"☀🐼🌞 
Mew Suppasit 🌹🌎❤
#mewlions",Twitter for Android,en,1473970642584174592
JCARRUIDO,2021-12-23T10:56:00Z,RT @ffoottooss: El único q todavía no se ha infectado de covid!! https://t.co/i0lVdjG0rc,,ffoottooss,Venezolano...amante de la libertad...100% Democrata,Twitter for Android,es,1473970642408120325
RoySocMed,2021-12-23T10:56:00Z,"On 11 &amp; 12 Jan, join us in these two webinars where we'll discuss the post-pandemic digital health landscape across UK &amp; China and adapting service provision throughout COVID-19. This event is supported by @FCDOGovUK in Beijing.
https://t.co/N6FnGr0OhD",,,The Royal Society of Medicine is a leading provider of continuing learning to healthcare professionals. Our vision: better healthcare for better lives.,Sprout Social,en,1473970642269753345
misabelserrano,2021-12-23T10:56:00Z,"RT @anapastorjulian: Pedimos al Gobierno que apruebe, de una vez por todas: 

✅ Una Ley de Pandemias 

✅ El Fondo Covid para 2022

✅ Un plan de lucha contra la pandemia común para toda España. El virus no entiende de territorios.",,anapastorjulian,Periodista de ABC. Me gusta contar las cosas de la vida.,Twitter for Android,es,1473970642185773057
sammy_mcculloch,2021-12-23T10:56:00Z,@NicolaSturgeon really looks like it's the schools that are spreading the covid virus surely we have to get the kids jagged?,NicolaSturgeon,,,Twitter for Android,en,1473970642164797440
Eduardo44947385,2021-12-23T10:56:00Z,"RT @GFiuza_Oficial: Ex-jogador inglês Matt Le Tissier pede investigação sobre a relação entre as vacinas de covid e os múltiplos casos de atletas tendo problemas cardíacos, colapsando em campo e morrendo subitamente. Besteira dele, isso sempre foi assim - pergunta aos checadores da mamãe farma.",,GFiuza_Oficial,"Deus,Pátria  e família carioca,católico",Twitter for Android,pt,1473970642148106243
idealnafigura,2021-12-23T10:56:00Z,"RT @PiotrWitczak_: EK: „Long covid występuje u 10% dzieci zakażonych SARS-CoV-2”

Prawdopodobnie bliżej 1-2%
https://t.co/lh9q09HyQj

Na temat long covid polecam artykuł @basiukiewiczpaw 
https://t.co/WWenZUrq4C

5/",,PiotrWitczak_,,Twitter Web App,pl,1473970642110214144
Samlamenace1,2021-12-23T10:56:00Z,"RT @dupontaignan: Isolé dès le 9/12, je dénonce, preuves à l'appui, la campagne indigne de diffamation lancée contre moi et mon équipe, selon laquelle j'aurais caché ma contamination COVID
Mon avocat attaquera chaque rédaction qui relaiera de fausses informations concernant mon épouse et moi-même",,dupontaignan,"Gélules HE clous de girofle 3gt + laurier noble 3gt matin et soir + urinotherapie 
#allezvousfaireinoculerbandedesuceurs
#jlm2022 #nonalignémêmesurmasanté",Twitter for Android,fr,1473970642064130049
EduardoSonda21,2021-12-23T10:56:00Z,"RT @brunoboghossian: Para Bolsonaro, criança pode trabalhar em fazenda aos 9 anos, ter a máscara retirada no meio de uma pandemia, tomar cloroquina e aprender a fazer arminha com as mãos. Não pode: tomar vacina. https://t.co/yFOv88YuZo",,brunoboghossian,Engenheiro Ambiental,Twitter for iPhone,pt,1473970641716097029
GALAXY_FANTASYZ,2021-12-23T10:56:00Z,"RT @madblackdyke: I have a COVID test today at noon and I need help to catch an Uber! Who can help?

https://t.co/gBa26GfjLI https://t.co/oldXIgA7wT",,madblackdyke,☆ Star ☆ 19 ☆ she/her ☆ I love mega man and underverse!! ♡ @toastdotmp3 ♡ @HyperspaceHope ♡ icon art by @Cosmik_Kn1ght!! ☆ STAN THE 9THS ☆ ceo of Sonic CD ☆,Twitter for Android,en,1473970641519132674
favvTRINIDADIAN,2021-12-23T10:56:00Z,"RT @sipJENandJuice: I know COVID is the new *it girl* but.. remember there are other (JUST AS CONTAGIOUS) diseases out there. If your Covid test is negative, you may still have the flu, pneumonia, strep, etc. just, stay at home.",,sipJENandJuice,your fav crackhead 🙂 || #POSTIVEVIBES🐢 || 🇹🇹||,Twitter for iPhone,en,1473970641439268874
prettyhip,2021-12-23T10:56:00Z,"RT @KylaInTheBurgh: Pretty ironic watching stupid ass Republicans pretend that COVID is nothing, but when they finally get it, it's so bad that they actually claim they were poisoned with Anthrax. This shit is so pathetic. 

Just grow the fuck up already for the sake of humanity...",,KylaInTheBurgh,,Twitter for iPhone,en,1473970641384706048
cletalabiciculo,2021-12-23T10:56:00Z,RT @Hoyuelicos: López Miras cierra toda actividad no esencial mientras ha despedido al 60% de los sanitarios que se contrataron en pandemia. Que no se diga que el PP no toma medidas eficaces frente al covid. https://t.co/IQN1BvHUsx,,Hoyuelicos,no me responsabilizo de arruinar tus expectativas. hago reportajes de Japón por instagram. spiderman fanpage.,Twitter for iPhone,es,1473970641212686338
carlo_conforti,2021-12-23T10:56:00Z,"RT @ElGusty99523701: Gli esperti della FDA e del CDC hanno affermato che il piano era sconsiderato, quindi le agenzie li hanno esclusi dal processo decisionale"".

""Il governo degli Stati Uniti sta spingendo i booster del vaccino contro il Covid-19 per i ragazzi di 16 e 17 anni senza 

(2)",,ElGusty99523701,All That You Know Is Wrong,Twitter for Android,it,1473970640646463490
Sergiph,2021-12-23T10:56:00Z,"RT @el_pais: Antonio Resines, de 67 años, está ingresado en la Unidad de Cuidados Intensivos (UCI) del Hospital Gregorio Marañón de Madrid por complicaciones derivadas de la covid, donde permanece estable https://t.co/rLLnyp9nQ4",,el_pais,💚🤍💚🤍💚,Twitter for Android,es,1473970640348749826
rainberryhs91,2021-12-23T10:56:00Z,"RT @hrryfneline: razones por las que no puedo coger covid 
1-no salgo de mi puta casa
2-no tengo amigos para que me lo peguen",,hrryfneline,"watching aladdin with harry ¡! ♡

                                         she/her",Twitter for Android,es,1473970640046764032
mi5uk,2021-12-23T10:56:00Z,"RT @MikeStuchbery_: Bernd Grimmer, AfD politician here in Baden-Württemberg, has died of COVID. He refused to get vaccinated, saying that his freedom was more important. 

Well. https://t.co/Y1ANXS8VN3",,MikeStuchbery_,"Not really Mi5. Against racism;  Antisemitism, Islamopobia. Exposing extremists. Jew.",Twitter for iPhone,en,1473970639719612416
jyushicircus,2021-12-23T10:56:00Z,RT @jubricant: hey uh so we all remember that covid has an incubation period of 2-14 days right..... because passing a rapid test the day after going to a super spreader event means literally nothing,,jubricant,based personality disorder ❈ it/nya ❈ 16 ❈ @RHYMEANlMA 💌 | the ORIGINAL creator of restgender,Twitter for Android,en,1473970639698546698
f_burla,2021-12-23T10:56:00Z,"A casa mia si chiama concorrenza sleale
https://t.co/VLOC7NwiWV",,,"Con usura nessuno ha una solida casa.
Redazione economia @IlPrimatoN",Twitter Web App,it,1473970639669186567
GFACCORD,2021-12-23T10:56:00Z,Retweet selected by the https://t.co/11ojAZA3Wf team | One Pfizer dose boosts immunity in previous Covid patients #covid_ https://t.co/APNgil0XPi https://t.co/FR4PSkTe0t,,,"The Global #BusinessConsulting brand that uses #BigData & #ArtificialIntelligence for world class #businesssolutions, #chatbots. No1 on Google for 1 key search.",gfaccord-Tweeter1,en,1473970639388217345
_marching_Ents_,2021-12-23T10:56:00Z,"@Shane03289573 @BananaChicken13 @MarkMcGowanMP Bugger off, antivaxxer.
Go and volunteer in a COVID ward if you think you're so immune.",Shane03289573,,maths detention room,Twitter for Android,en,1473970639203495942
gha_neema,2021-12-23T10:56:00Z,"RT @KateRaworth: Having had the privilege of three covid jabs, this is the best gift I can think of giving right now - to help ensure there are enough vaccines for everyone, everywhere. If you feel the same, do join me and #GoGiveOne today. https://t.co/yZL8Ge2WMd",,KateRaworth,🇰🇼|🇬🇧,Twitter for iPhone,en,1473970639132364802
RafaelG67242950,2021-12-23T10:55:59Z,"RT @alejandropg57: Marchemos con decisión hacia el año 2022 con la enseñanza del enfrentamiento a la Covid de lo que no se puede y lo que se debe hacer.
#CubaPorLaVida https://t.co/TksMNcIoBt",,alejandropg57,🇨🇺🇨🇺🇨🇺 Bienvenido a mi trinchera de ideas. Soy Seguidor de las ideas justas. Cubano convencido  de que un mundo mejor es posible🇨🇺🇨🇺🇨🇺 #DeZurdaTeam,Twitter for Android,es,1473970638658445317
caroline_kam,2021-12-23T10:55:59Z,RT @marsupilamima2: @EricBillyFR @renaudpila Ma mère est grabataire. Pas vaccinée. Elle a eu le covid (mais on s'en est à peine aperçu) parce qu'une des AD n'était pas vaccinée. Elle ne sera pas vaccinée mais interdiction aux personnes non vaccinées de pénétrer dans sa chambre.,,marsupilamima2,Tenez vous loin des gens négatifs ils ont un problème pour chaque solution ! Albert Einstein,Twitter for iPhone,fr,1473970638553378821
